Hyd_Year,Station,Storm,Start,Finish,vol_L,vol_m3,peak_Ls,peak (m3/s),Load
10,XRA,3,1/24/2010 22:40,1/28/2010 23:50,8536163,8536.163,118.3076,0.118308,27.76
10,XRA,4,2/26/2010 5:20,3/2/2010 0:00,5058118,5058.118,75.06784,0.075068,8.42
10,XRA,5,3/2/2010 2:30,3/5/2010 23:50,6209076,6209.076,43.77777,0.043778,2.19
10,XRA,6,3/31/2010 11:40,4/7/2010 20:40,11446757,11446.76,50.09242,0.050092,6.28
10,XRA,7,4/11/2010 4:40,4/15/2010 23:50,6236389,6236.389,39.58689,0.039587,2.51
11,XRA,1,10/23/2010 1:10,10/27/2010 7:50,2258629,2258.629,33.49877,0.033499,4.86
11,XRA,2,10/28/2010 0:20,11/1/2010 23:50,2772498,2772.498,20.02281,0.020023,0.66
11,XRA,3,12/19/2010 0:30,12/25/2010 23:50,10593469,10593.47,53.71697,0.053717,9.07
11,XRA,4,12/28/2010 10:50,1/2/2011 22:50,10311523,10311.52,116.4104,0.11641,40.11
11,XRA,5,2/15/2011 6:50,2/20/2011 21:30,4750067,4750.067,19.28657,0.019287,1.97
11,XRA,6,3/15/2011 4:30,3/17/2011 14:10,5849217,5849.217,50.77202,0.050772,8.25
11,XRA,7,3/17/2011 20:50,3/22/2011 19:20,11951697,11951.7,57.79459,0.057795,8.52
11,XRA,8,3/23/2011 1:40,4/1/2011 16:30,24025144,24025.14,135.4393,0.135439,76.01
12,XRA,1,11/23/2011 14:20,11/25/2011 22:50,1872608,1872.608,26.80468,0.026805,3.77
12,XRA,2,1/19/2012 7:10,1/22/2012 5:30,4430159,4430.159,114.3432,0.114343,34.04
12,XRA,3,1/22/2012 12:00,1/26/2012 9:30,6170632,6170.632,68.13022,0.06813,13.01
12,XRA,4,3/26/2012 21:00,3/29/2012 12:40,11357588,11357.59,124.0276,0.124028,58.25
12,XRA,5,3/29/2012 14:40,4/3/2012 23:50,13931969,13931.97,80.44803,0.080448,24.86
13,XRA,1,12/1/2012 16:50,12/4/2012 11:50,5018015,5018.015,117.543,0.117543,23.22
13,XRA,2,12/20/2012 14:40,12/23/2012 2:00,8059716,8059.716,145.4634,0.145463,30.11
13,XRA,3,12/23/2012 2:10,12/25/2012 15:40,5724017,5724.017,65.86488,0.065865,4.7
14,XRA,1,2/8/2014 7:10,2/13/2014 23:50,2066747,2066.747,13.41367,0.013414,1.15
14,XRA,2,3/3/2014 4:30,3/5/2014 12:50,4446416,4446.416,89.45277,0.089453,13.99
14,XRA,3,3/28/2014 12:40,3/31/2014 12:20,3937954,3937.954,46.55282,0.046553,3.5
15,XRA,1,12/3/2014 4:10,12/5/2014 12:00,1459844,1459.844,24.64694,0.024647,14.43
15,XRA,2,12/10/2014 13:00,12/14/2014 23:50,6847029,6847.029,79.03219,0.079032,20.98
15,XRA,3,12/16/2014 13:20,12/24/2014 7:30,16662245,16662.24,66.79933,0.066799,9.13
15,XRA,4,2/6/2015 1:10,2/9/2015 5:30,8123560,8123.56,116.4104,0.11641,41.64
10,XYZ,1,12/15/2009 14:40,12/17/2009 19:20,8885085,8885.085,120.4314,0.120431,2.3
10,XYZ,2,1/18/2010 4:10,1/24/2010 11:40,72429442,72429.44,341.5006,0.341501,28.6
10,XYZ,3,1/24/2010 22:40,1/28/2010 23:50,40685275,40685.27,512.2509,0.512251,36.91
10,XYZ,4,2/26/2010 5:20,3/2/2010 0:00,26263188,26263.19,335.5541,0.335554,12.32
10,XYZ,5,3/2/2010 2:30,3/5/2010 23:50,29599446,29599.45,187.4572,0.187457,1.58
10,XYZ,6,3/31/2010 11:40,4/7/2010 20:40,52089988,52089.99,200.1715,0.200171,5.1
10,XYZ,7,4/11/2010 4:40,4/15/2010 23:50,29320598,29320.6,186.0697,0.18607,1.63
11,XYZ,1,10/23/2010 1:10,10/27/2010 7:50,10950283,10950.28,133.3438,0.133344,2.85
11,XYZ,2,10/28/2010 0:20,11/1/2010 23:50,15757064,15757.06,115.9007,0.115901,1
11,XYZ,3,12/19/2010 0:30,12/25/2010 23:50,49787612,49787.61,206.1463,0.206146,7.89
11,XYZ,4,12/28/2010 10:50,1/2/2011 22:50,45574451,45574.45,470.6252,0.470625,32.19
11,XYZ,5,2/15/2011 6:50,2/20/2011 21:30,26689678,26689.68,109.4727,0.109473,3.76
11,XYZ,6,3/15/2011 4:30,3/17/2011 14:10,25702664,25702.66,214.2449,0.214245,7.83
11,XYZ,7,3/17/2011 20:50,3/22/2011 19:20,52849547,52849.55,241.2025,0.241203,6.98
11,XYZ,8,3/23/2011 1:40,4/1/2011 16:30,1.04E+08,104143.9,502.9064,0.502906,48.99
12,XYZ,1,11/23/2011 14:20,11/25/2011 22:50,8709259,8709.259,117.4015,0.117401453,3.54
12,XYZ,2,1/19/2012 7:10,1/22/2012 5:30,21867913,21867.91,449.1044,0.449104448,32
12,XYZ,3,1/22/2012 12:00,1/26/2012 9:30,28253132,28253.13,307.8036,0.307803616,9.39
12,XYZ,4,3/26/2012 21:00,3/29/2012 12:40,50336121,50336.12,522.1618,0.522161792,58.07
12,XYZ,5,3/29/2012 14:40,4/3/2012 23:50,56209131,56209.13,311.4848,0.3114848,15.2
13,XYZ,1,12/1/2012 16:50,12/4/2012 11:50,22665813.31,22665.81,427.8668,0.427867,18.81
13,XYZ,2,12/20/2012 14:40,12/23/2012 2:00,33871917.9,33871.92,477.4212,0.477421,21.1
13,XYZ,3,12/23/2012 2:10,12/25/2012 15:40,26337393.38,26337.39,295.0611,0.295061,2.19
14,XYZ,1,2/8/2014 7:10,2/13/2014 23:50,9503617,9503.617,57.25657,0.057257,1.21
14,XYZ,2,3/3/2014 4:30,3/5/2014 12:50,19399002,19399,311.4848,0.311485,11.8
14,XYZ,3,3/28/2014 12:40,3/31/2014 12:20,17874351,17874.35,193.9134,0.193913,3.2
15,XYZ,1,12/3/2014 4:10,12/5/2014 12:00,8689999,8689.999,113.9185,0.113918,8.04
15,XYZ,2,12/10/2014 13:00,12/14/2014 23:50,31793493,31793.49,309.2195,0.309219,20.23
15,XYZ,3,12/16/2014 13:20,12/24/2014 7:30,70332545,70332.54,254.4264,0.254426,9.47
15,XYZ,4,2/6/2015 1:10,2/9/2015 5:30,35929199,35929.2,445.7064,0.445706,21.1
10,YOC,1,12/15/2009 14:40,12/17/2009 19:20,6819696,6819.696,107.972,0.107972,5.75
10,YOC,2,1/18/2010 4:10,1/24/2010 11:40,51246320,51246.32,237.4364,0.237436,75.5
10,YOC,3,1/24/2010 22:40,1/28/2010 23:50,31707832,31707.83,405.4966,0.405497,204.57
10,YOC,4,2/26/2010 5:20,3/2/2010 0:00,16464708,16464.71,191.28,0.19128,25.61
10,YOC,5,3/2/2010 2:30,3/5/2010 23:50,19590876,19590.88,114.8246,0.114825,20.11
10,YOC,6,3/31/2010 11:40,4/7/2010 20:40,33481652,33481.65,116.5519,0.116552,25.33
10,YOC,7,4/11/2010 4:40,4/15/2010 23:50,19178781,19178.78,125.8115,0.125812,12.68
11,YOC,1,10/23/2010 1:10,10/27/2010 7:50,10198451,10198.45,186.098,0.186098,31
11,YOC,2,10/28/2010 0:20,11/1/2010 23:50,14932436,14932.44,124.4807,0.124481,14.22
11,YOC,3,12/19/2010 0:30,12/25/2010 23:50,31667717,31667.72,100.8644,0.100864,16.2
11,YOC,4,12/28/2010 10:50,1/2/2011 22:50,33122815,33122.82,389.0728,0.389073,282.8
11,YOC,5,2/15/2011 6:50,2/20/2011 21:30,19673068,19673.07,81.80724,0.081807,16.52
11,YOC,6,3/15/2011 4:30,3/17/2011 14:10,18374880,18374.88,158.5174,0.158517,46.43
11,YOC,7,3/17/2011 20:50,3/22/2011 19:20,33855657,33855.66,151.7497,0.15175,46.14
11,YOC,8,3/23/2011 1:40,4/1/2011 16:30,62289894,62289.89,257.4847,0.257485,172.74
12,YOC,1,11/23/2011 14:20,11/25/2011 22:50,4842807,4842.807,80.27813,0.080278,9.66
12,YOC,2,1/19/2012 7:10,1/22/2012 5:30,18177019,18177.02,309.2195,0.309219,90.76
12,YOC,3,1/22/2012 12:00,1/26/2012 9:30,18306524,18306.52,189.2129,0.189213,39.77
12,YOC,4,3/26/2012 21:00,3/29/2012 12:40,33501222,33501.22,342.9164,0.342916,342.19
12,YOC,5,3/29/2012 14:40,4/3/2012 23:50,38592722,38592.72,216.3404,0.21634,86.6
13,YOC,1,12/1/2012 16:50,12/4/2012 11:50,18884491,18884.49,371.5164,0.371516,178.34
13,YOC,2,12/20/2012 14:40,12/23/2012 2:00,23368746,23368.75,248.8197,0.24882,48.58
13,YOC,3,12/23/2012 2:10,12/25/2012 15:40,22689029,22689.03,278.1276,0.278128,59.15
14,YOC,1,2/8/2014 7:10,2/13/2014 23:50,5854433,5854.433,44.88213,0.044882,1.47
14,YOC,2,3/3/2014 4:30,3/5/2014 12:50,16617450,16617.45,285.4333,0.285433,46.45
14,YOC,3,3/28/2014 12:40,3/31/2014 12:20,16995479,16995.48,197.0566,0.197057,16.28
15,YOC,1,12/3/2014 4:10,12/5/2014 12:00,12094679,12094.68,189.7226,0.189723,109.13
15,YOC,2,12/10/2014 13:00,12/14/2014 23:50,31007659,31007.66,383.6926,0.383693,465.77
15,YOC,3,12/16/2014 13:20,12/24/2014 7:30,58319102,58319.1,170.8353,0.170835,165.33
15,YOC,4,2/6/2015 1:10,2/9/2015 5:30,31280122,31280.12,392.4708,0.392471,563.65
10,ZIE,1,12/15/2009 14:40,12/17/2009 19:20,3821197.267,3821.197267,61.2492384,0.061249238,6.92
10,ZIE,2,1/18/2010 4:10,1/24/2010 11:40,26809754.99,26809.75499,135.5525216,0.135552522,28.7
10,ZIE,3,1/24/2010 22:40,1/28/2010 23:50,15512333.81,15512.33381,204.1358112,0.204135811,33.2
10,ZIE,4,2/26/2010 5:20,3/2/2010 0:00,8374738.341,8374.738341,94.011776,0.094011776,10
10,ZIE,5,3/2/2010 2:30,3/5/2010 23:50,9629462.545,9629.462545,54.5381568,0.054538157,1.82
10,ZIE,6,3/31/2010 11:40,4/7/2010 20:40,16157338.41,16157.33841,55.1611264,0.055161126,3.91
10,ZIE,7,4/11/2010 4:40,4/15/2010 23:50,9426871.132,9426.871132,60.7961696,0.06079617,2.61
11,ZIE,1,10/23/2010 1:10,10/27/2010 7:50,5751504.139,5751.504139,99.19375,0.09919375,13.52
11,ZIE,2,10/28/2010 0:20,11/1/2010 23:50,8421852.512,8421.852512,66.14804,0.066148045,5.49
11,ZIE,3,12/19/2010 0:30,12/25/2010 23:50,15616318.2,15616.3182,50.97024,0.05097024,4.7
11,ZIE,4,12/28/2010 10:50,1/2/2011 22:50,17797963.4,17797.9634,203.4562,0.203456208,70.16
11,ZIE,5,2/15/2011 6:50,2/20/2011 21:30,10554860.55,10554.86055,51.16846,0.051168458,6.28
11,ZIE,6,3/15/2011 4:30,3/17/2011 14:10,10002568.1,10002.5681,85.43179,0.085431786,12.37
11,ZIE,7,3/17/2011 20:50,3/22/2011 19:20,18746492.38,18746.49238,90.95356,0.090953562,9.29
11,ZIE,8,3/23/2011 1:40,4/1/2011 16:30,31283045.96,31283.04596,133.7969,0.13379688,31.98
12,ZIE,1,11/23/2011 14:20,11/25/2011 22:50,2983555,2983.555,49.52608,0.049526,5.61
12,ZIE,2,1/19/2012 7:10,1/22/2012 5:30,9037670,9037.67,173.5254,0.173525,34.35
12,ZIE,3,1/22/2012 12:00,1/26/2012 9:30,9788396,9788.396,105.2819,0.105282,10.63
12,ZIE,4,3/26/2012 21:00,3/29/2012 12:40,19043849,19043.85,206.8259,0.206826,73.75
12,ZIE,5,3/29/2012 14:40,4/3/2012 23:50,22032807,22032.81,126.3212,0.126321,25.22
13,ZIE,1,12/1/2012 16:50,12/4/2012 11:50,10603130,10603.13,222.6833,0.22268332,40
13,ZIE,2,12/20/2012 14:40,12/23/2012 2:00,11802963,11802.96,122.8949,0.12289491,14.27
13,ZIE,3,12/23/2012 2:10,12/25/2012 15:40,11396497,11396.5,144.1325,0.14413251,11.46
14,ZIE,1,2/8/2014 7:10,2/13/2014 23:50,3634461,3634.461,25.122665,0.025123,2.89
14,ZIE,2,3/3/2014 4:30,3/5/2014 12:50,9396335,9396.335,157.49804,0.157498,15.42
14,ZIE,3,3/28/2014 12:40,3/31/2014 12:20,8535472,8535.472,104.48899,0.104489,6.01
15,ZIE,1,12/3/2014 4:10,12/5/2014 12:00,6884122.167,6884.122167,113.97512,0.11397512,28.54
15,ZIE,2,12/10/2014 13:00,12/14/2014 23:50,15946428.66,15946.42866,204.1358112,0.204135811,55.77
15,ZIE,3,12/16/2014 13:20,12/24/2014 7:30,28148773.77,28148.77377,84.4406976,0.084440698,26.92
15,ZIE,4,2/6/2015 1:10,2/9/2015 5:30,15887278.71,15887.27871,197.0566112,0.197056611,99.76
